"Type","Name","URL","Inheritance","User/group","Principaltype","Accountname","Permissions","TargetURL","DesURL"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;Read and Personalize;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","Business Unit Access","SharePoint group","Business Unit Access","Read;Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Read;Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/1a3aa1c987864f36be074cd9ee98ca54/SitePages","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001364-mm/SitePages"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","(Internal) EY Visitor","SharePoint group","(Internal) EY Visitor","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","Business Unit Access","SharePoint group","Business Unit Access","Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"Site","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalStepslist","Custom","(Internal) EY Visitor","SharePoint group","(Internal) EY Visitor","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalStepslist","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalStepslist","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalStepslist","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalStepslist","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalStepslist","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalStepslist","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalStepslist","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalStepslist","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalWorkflowslist","Custom","(Internal) EY Visitor","SharePoint group","(Internal) EY Visitor","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalWorkflowslist","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalWorkflowslist","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalWorkflowslist","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalWorkflowslist","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalWorkflowslist","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalWorkflowslist","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalWorkflowslist","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSApprovalWorkflowslist","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/DocumentCopyAudit","Custom","(Internal) EY Visitor","SharePoint group","(Internal) EY Visitor","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/DocumentCopyAudit","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/DocumentCopyAudit","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/DocumentCopyAudit","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/DocumentCopyAudit","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/DocumentCopyAudit","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/DocumentCopyAudit"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EngagementLibraryStatus","Custom","(Internal) EY Visitor","SharePoint group","(Internal) EY Visitor","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EngagementLibraryStatus"
